Country Name,Country Code,Series Name,Series Code,YR2015
Rwanda,RWA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2308238
Rwanda,RWA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2306636
Rwanda,RWA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,176.457
Rwanda,RWA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,230.691
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,5786421
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,5582650
Rwanda,RWA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,181353
Rwanda,RWA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,124347
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.73
Samoa,WSM,Urban population,SP.URB.TOTL,36601
Samoa,WSM,"Population, total",SP.POP.TOTL,193513
Samoa,WSM,"Population ages 80 and above, female",SP.POP.80UP.FE,886
Samoa,WSM,"Population ages 80 and above, male",SP.POP.80UP.MA,496
Samoa,WSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,57310
Samoa,WSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,52354
Samoa,WSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,38897
Samoa,WSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,36234
Samoa,WSM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,82.9
Samoa,WSM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,140.998
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,93474
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,100039
Samoa,WSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4886
Samoa,WSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3832
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
San Marino,SMR,Urban population,SP.URB.TOTL,32187
San Marino,SMR,"Population, total",SP.POP.TOTL,33272
San Marino,SMR,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
San Marino,SMR,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
San Marino,SMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
San Marino,SMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
San Marino,SMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
San Marino,SMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
San Marino,SMR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
San Marino,SMR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,NA 
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,NA 
San Marino,SMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
San Marino,SMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.377
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,139949
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,199432
Sao Tome and Principe,STP,"Population ages 80 and above, female",SP.POP.80UP.FE,627
Sao Tome and Principe,STP,"Population ages 80 and above, male",SP.POP.80UP.MA,291
Sao Tome and Principe,STP,"Population ages 15-64, male",SP.POP.1564.MA.IN,53631
Sao Tome and Principe,STP,"Population ages 15-64, female",SP.POP.1564.FE.IN,53619
Sao Tome and Principe,STP,"Population ages 0-14, male",SP.POP.0014.MA.IN,43658
Sao Tome and Principe,STP,"Population ages 0-14, female",SP.POP.0014.FE.IN,42774
Sao Tome and Principe,STP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,163.648
Sao Tome and Principe,STP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,219.524
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,99664
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,99768
Sao Tome and Principe,STP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3271
Sao Tome and Principe,STP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2479
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.651
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,26382755
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,31717667
Saudi Arabia,SAU,"Population ages 80 and above, female",SP.POP.80UP.FE,79151
Saudi Arabia,SAU,"Population ages 80 and above, male",SP.POP.80UP.MA,67107
Saudi Arabia,SAU,"Population ages 15-64, male",SP.POP.1564.MA.IN,13377867
Saudi Arabia,SAU,"Population ages 15-64, female",SP.POP.1564.FE.IN,9191301
Saudi Arabia,SAU,"Population ages 0-14, male",SP.POP.0014.MA.IN,4158299
Saudi Arabia,SAU,"Population ages 0-14, female",SP.POP.0014.FE.IN,4032100
Saudi Arabia,SAU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,78.452
Saudi Arabia,SAU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,97.496
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,13676739
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,18040928
Saudi Arabia,SAU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,453338
Saudi Arabia,SAU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,504762
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.747
Senegal,SEN,Urban population,SP.URB.TOTL,6685973
Senegal,SEN,"Population, total",SP.POP.TOTL,14578459
Senegal,SEN,"Population ages 80 and above, female",SP.POP.80UP.FE,30547
Senegal,SEN,"Population ages 80 and above, male",SP.POP.80UP.MA,20475
Senegal,SEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3690456
Senegal,SEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,4103889
Senegal,SEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,3208657
Senegal,SEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,3129146
Senegal,SEN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,155.623
Senegal,SEN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,224.432
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,7488967
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,7089492
Senegal,SEN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,255932
Senegal,SEN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,190379
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2878048780488
Serbia,SRB,Urban population,SP.URB.TOTL,3951845
Serbia,SRB,"Population, total",SP.POP.TOTL,7095383
Serbia,SRB,"Population ages 80 and above, female",SP.POP.80UP.FE,162659
Serbia,SRB,"Population ages 80 and above, male",SP.POP.80UP.MA,99876
Serbia,SRB,"Population ages 15-64, male",SP.POP.1564.MA.IN,2367409
Serbia,SRB,"Population ages 15-64, female",SP.POP.1564.FE.IN,2377920
Serbia,SRB,"Population ages 0-14, male",SP.POP.0014.MA.IN,592833
Serbia,SRB,"Population ages 0-14, female",SP.POP.0014.FE.IN,554080
Serbia,SRB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,78.192
Serbia,SRB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,150.464
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3617485
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3477898
Serbia,SRB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,685485
Serbia,SRB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,517655
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2951219512195
Seychelles,SYC,Urban population,SP.URB.TOTL,51754
Seychelles,SYC,"Population, total",SP.POP.TOTL,93419
Seychelles,SYC,"Population ages 80 and above, female",SP.POP.80UP.FE,1095
Seychelles,SYC,"Population ages 80 and above, male",SP.POP.80UP.MA,486
Seychelles,SYC,"Population ages 15-64, male",SP.POP.1564.MA.IN,34151
Seychelles,SYC,"Population ages 15-64, female",SP.POP.1564.FE.IN,30824
Seychelles,SYC,"Population ages 0-14, male",SP.POP.0014.MA.IN,11102
Seychelles,SYC,"Population ages 0-14, female",SP.POP.0014.FE.IN,10575
Seychelles,SYC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,99.601
Seychelles,SYC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,203.616
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,45346
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,48073
Seychelles,SYC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3947
Seychelles,SYC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2820
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.941
Sierra Leone,SLE,Urban population,SP.URB.TOTL,2928221
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7171914
Sierra Leone,SLE,"Population ages 80 and above, female",SP.POP.80UP.FE,14323
Sierra Leone,SLE,"Population ages 80 and above, male",SP.POP.80UP.MA,9132
Sierra Leone,SLE,"Population ages 15-64, male",SP.POP.1564.MA.IN,1977895
Sierra Leone,SLE,"Population ages 15-64, female",SP.POP.1564.FE.IN,1973703
Sierra Leone,SLE,"Population ages 0-14, male",SP.POP.0014.MA.IN,1503303
Sierra Leone,SLE,"Population ages 0-14, female",SP.POP.0014.FE.IN,1502731
Sierra Leone,SLE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,392.946
Sierra Leone,SLE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,402.795
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,3598063
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,3573851
Sierra Leone,SLE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,121629
Sierra Leone,SLE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,92653
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7439024390244
Singapore,SGP,Urban population,SP.URB.TOTL,5535002
Singapore,SGP,"Population, total",SP.POP.TOTL,5535002
Singapore,SGP,"Population ages 80 and above, female",SP.POP.80UP.FE,63543
Singapore,SGP,"Population ages 80 and above, male",SP.POP.80UP.MA,37545
Singapore,SGP,"Population ages 15-64, male",SP.POP.1564.MA.IN,2314018
Singapore,SGP,"Population ages 15-64, female",SP.POP.1564.FE.IN,2021032
Singapore,SGP,"Population ages 0-14, male",SP.POP.0014.MA.IN,358442
Singapore,SGP,"Population ages 0-14, female",SP.POP.0014.FE.IN,340747
Singapore,SGP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,37.554
Singapore,SGP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,64.369
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2638421
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2896581
Singapore,SGP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,276642
Singapore,SGP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,224121
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,38825
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,38825
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
Sint Maarten (Dutch part),SXM,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
Sint Maarten (Dutch part),SXM,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
Sint Maarten (Dutch part),SXM,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
Sint Maarten (Dutch part),SXM,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
Sint Maarten (Dutch part),SXM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Sint Maarten (Dutch part),SXM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,NA 
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,NA 
Sint Maarten (Dutch part),SXM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
Sint Maarten (Dutch part),SXM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5634146341463
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2922832
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5423801
Slovak Republic,SVK,"Population ages 80 and above, female",SP.POP.80UP.FE,116256
Slovak Republic,SVK,"Population ages 80 and above, male",SP.POP.80UP.MA,50909
Slovak Republic,SVK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1918798
Slovak Republic,SVK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1915563
Slovak Republic,SVK,"Population ages 0-14, male",SP.POP.0014.MA.IN,423708
Slovak Republic,SVK,"Population ages 0-14, female",SP.POP.0014.FE.IN,403844
Slovak Republic,SVK,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Slovak Republic,SVK,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2788327
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2635474
Slovak Republic,SVK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,468920
Slovak Republic,SVK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,292968
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7756097560976
Slovenia,SVN,Urban population,SP.URB.TOTL,1109788
Slovenia,SVN,"Population, total",SP.POP.TOTL,2063531
Slovenia,SVN,"Population ages 80 and above, female",SP.POP.80UP.FE,70124
Slovenia,SVN,"Population ages 80 and above, male",SP.POP.80UP.MA,31282
Slovenia,SVN,"Population ages 15-64, male",SP.POP.1564.MA.IN,716231
Slovenia,SVN,"Population ages 15-64, female",SP.POP.1564.FE.IN,672871
Slovenia,SVN,"Population ages 0-14, male",SP.POP.0014.MA.IN,155946
Slovenia,SVN,"Population ages 0-14, female",SP.POP.0014.FE.IN,146770
Slovenia,SVN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Slovenia,SVN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1038090
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1025441
Slovenia,SVN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,218449
Slovenia,SVN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,153265
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6140108206917
Small states,SST,Urban population,SP.URB.TOTL,22105577
Small states,SST,"Population, total",SP.POP.TOTL,38526753
Small states,SST,"Population ages 80 and above, female",SP.POP.80UP.FE,266047
Small states,SST,"Population ages 80 and above, male",SP.POP.80UP.MA,154802
Small states,SST,"Population ages 15-64, male",SP.POP.1564.MA.IN,13238286
Small states,SST,"Population ages 15-64, female",SP.POP.1564.FE.IN,11494566
Small states,SST,"Population ages 0-14, male",SP.POP.0014.MA.IN,5748861
Small states,SST,"Population ages 0-14, female",SP.POP.0014.FE.IN,5572306
Small states,SST,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,171.198431788116
Small states,SST,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.540018920425
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,18322293
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,19950124
Small states,SST,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1255426
Small states,SST,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,962985
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.173
Solomon Islands,SLB,Urban population,SP.URB.TOTL,134857
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,603118
Solomon Islands,SLB,"Population ages 80 and above, female",SP.POP.80UP.FE,1632
Solomon Islands,SLB,"Population ages 80 and above, male",SP.POP.80UP.MA,1515
Solomon Islands,SLB,"Population ages 15-64, male",SP.POP.1564.MA.IN,170219
Solomon Islands,SLB,"Population ages 15-64, female",SP.POP.1564.FE.IN,167813
Solomon Islands,SLB,"Population ages 0-14, male",SP.POP.0014.MA.IN,125851
Solomon Islands,SLB,"Population ages 0-14, female",SP.POP.0014.FE.IN,117985
Solomon Islands,SLB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,128.827
Solomon Islands,SLB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,167.347
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,296549
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,306569
Solomon Islands,SLB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10751
Solomon Islands,SLB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10500
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.92
Somalia,SOM,Urban population,SP.URB.TOTL,5966600
Somalia,SOM,"Population, total",SP.POP.TOTL,13797201
Somalia,SOM,"Population ages 80 and above, female",SP.POP.80UP.FE,23624
Somalia,SOM,"Population ages 80 and above, male",SP.POP.80UP.MA,17734
Somalia,SOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,3423387
Somalia,SOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,3479811
Somalia,SOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,3274842
Somalia,SOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,3233141
Somalia,SOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,279.893
Somalia,SOM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,336.713
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,6914346
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,6882855
Somalia,SOM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,201394
Somalia,SOM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,184627
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.649
South Africa,ZAF,Urban population,SP.URB.TOTL,35905874
South Africa,ZAF,"Population, total",SP.POP.TOTL,55386367
South Africa,ZAF,"Population ages 80 and above, female",SP.POP.80UP.FE,247576
South Africa,ZAF,"Population ages 80 and above, male",SP.POP.80UP.MA,114177
South Africa,ZAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,18030791
South Africa,ZAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,18346665
South Africa,ZAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,8197753
South Africa,ZAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,8025539
South Africa,ZAF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,289.031
South Africa,ZAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,413.754
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,28049364
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,27337003
South Africa,ZAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1677160
South Africa,ZAF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1108459
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6419006832955
South Asia,SAS,Urban population,SP.URB.TOTL,572716484
South Asia,SAS,"Population, total",SP.POP.TOTL,1749417068
South Asia,SAS,"Population ages 80 and above, female",SP.POP.80UP.FE,7578033
South Asia,SAS,"Population ages 80 and above, male",SP.POP.80UP.MA,6450365
South Asia,SAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,586532907
South Asia,SAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,548391162
South Asia,SAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,271886392
South Asia,SAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,248097766
South Asia,SAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,138.222780170786
South Asia,SAS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.562080007192
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,845488839
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,903928229
South Asia,SAS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,48999911
South Asia,SAS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,45508931
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6419006832955
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,572716484
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1749417068
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, female",SP.POP.80UP.FE,7578033
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, male",SP.POP.80UP.MA,6450365
South Asia (IDA & IBRD),TSA,"Population ages 15-64, male",SP.POP.1564.MA.IN,586532907
South Asia (IDA & IBRD),TSA,"Population ages 15-64, female",SP.POP.1564.FE.IN,548391162
South Asia (IDA & IBRD),TSA,"Population ages 0-14, male",SP.POP.0014.MA.IN,271886392
South Asia (IDA & IBRD),TSA,"Population ages 0-14, female",SP.POP.0014.FE.IN,248097766
South Asia (IDA & IBRD),TSA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,138.222780170786
South Asia (IDA & IBRD),TSA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.562080007192
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,845488839
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,903928229
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,48999911
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,45508931
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.855
South Sudan,SSD,Urban population,SP.URB.TOTL,2020116
South Sudan,SSD,"Population, total",SP.POP.TOTL,10715658
South Sudan,SSD,"Population ages 80 and above, female",SP.POP.80UP.FE,24915
South Sudan,SSD,"Population ages 80 and above, male",SP.POP.80UP.MA,18473
South Sudan,SSD,"Population ages 15-64, male",SP.POP.1564.MA.IN,2887691
South Sudan,SSD,"Population ages 15-64, female",SP.POP.1564.FE.IN,2909757
South Sudan,SSD,"Population ages 0-14, male",SP.POP.0014.MA.IN,2303545
South Sudan,SSD,"Population ages 0-14, female",SP.POP.0014.FE.IN,2249047
South Sudan,SSD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,314.086
South Sudan,SSD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,340.188
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5355171
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5360487
South Sudan,SSD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,196367
South Sudan,SSD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,169251
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8317073170732
Spain,ESP,Urban population,SP.URB.TOTL,36971015
Spain,ESP,"Population, total",SP.POP.TOTL,46444832
Spain,ESP,"Population ages 80 and above, female",SP.POP.80UP.FE,1780005
Spain,ESP,"Population ages 80 and above, male",SP.POP.80UP.MA,1027751
Spain,ESP,"Population ages 15-64, male",SP.POP.1564.MA.IN,15507108
Spain,ESP,"Population ages 15-64, female",SP.POP.1564.FE.IN,15354018
Spain,ESP,"Population ages 0-14, male",SP.POP.0014.MA.IN,3569787
Spain,ESP,"Population ages 0-14, female",SP.POP.0014.FE.IN,3353429
Spain,ESP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,38.807
Spain,ESP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,76.998
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,23640092
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,22804740
Spain,ESP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4932645
Spain,ESP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3727845
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.316
Sri Lanka,LKA,Urban population,SP.URB.TOTL,3828283
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,20970000
Sri Lanka,LKA,"Population ages 80 and above, female",SP.POP.80UP.FE,197015
Sri Lanka,LKA,"Population ages 80 and above, male",SP.POP.80UP.MA,125962
Sri Lanka,LKA,"Population ages 15-64, male",SP.POP.1564.MA.IN,6649093
Sri Lanka,LKA,"Population ages 15-64, female",SP.POP.1564.FE.IN,7156596
Sri Lanka,LKA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2617049
Sri Lanka,LKA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2577781
Sri Lanka,LKA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,59.541
Sri Lanka,LKA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,158.818
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,10862466
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10107534
Sri Lanka,LKA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1128089
Sri Lanka,LKA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,841392
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,15784
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,51203
St. Kitts and Nevis,KNA,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
St. Kitts and Nevis,KNA,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
St. Kitts and Nevis,KNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
St. Kitts and Nevis,KNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
St. Kitts and Nevis,KNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
St. Kitts and Nevis,KNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
St. Kitts and Nevis,KNA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
